"gene","TF_family","class","isTF","isHomoeolog"
"TRIDC2AG064040",NA,"homolog",FALSE,TRUE
"TRIDC2AG064100",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG064170",NA,"homolog",FALSE,TRUE
"TRIDC2AG064190",NA,"homolog",FALSE,TRUE
"TRIDC2AG064200",NA,"homolog",FALSE,TRUE
"TRIDC2AG064210",NA,"homolog",FALSE,TRUE
"TRIDC2AG064220",NA,"homolog",FALSE,TRUE
"TRIDC2AG064240",NA,"homolog",FALSE,TRUE
"TRIDC2AG064250",NA,"homolog",FALSE,TRUE
"TRIDC2AG064260",NA,"homolog",FALSE,TRUE
"TRIDC2AG064270",NA,"homolog",FALSE,TRUE
"TRIDC2AG064280",NA,"homolog",FALSE,TRUE
"TRIDC2AG064290",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG064310",NA,"homolog",FALSE,TRUE
"TRIDC2AG064320",NA,"homolog",FALSE,TRUE
"TRIDC2AG064330",NA,"homolog",FALSE,TRUE
"TRIDC2AG064350",NA,"homolog",FALSE,TRUE
"TRIDC2AG064380",NA,"homolog",FALSE,TRUE
"TRIDC2AG064390",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG064400",NA,"homolog",FALSE,TRUE
"TRIDC2AG064410",NA,"homolog",FALSE,TRUE
"TRIDC2AG064430",NA,"homolog",FALSE,TRUE
"TRIDC2AG064440",NA,"homolog",FALSE,TRUE
"TRIDC2AG064450",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG064480",NA,"homolog",FALSE,TRUE
"TRIDC2AG064490",NA,"homolog",FALSE,TRUE
"TRIDC2AG064520",NA,"homolog",FALSE,TRUE
"TRIDC2AG064530",NA,"homolog",FALSE,TRUE
"TRIDC2AG064540",NA,"homolog",FALSE,TRUE
"TRIDC2AG064560",NA,"homolog",FALSE,TRUE
"TRIDC2AG064600",NA,"homolog",FALSE,TRUE
"TRIDC2AG064610",NA,"homolog",FALSE,TRUE
"TRIDC2AG064630",NA,"singleton",FALSE,FALSE
"TRIDC2AG064640",NA,"homolog",FALSE,TRUE
"TRIDC2AG064690",NA,"homolog",FALSE,TRUE
"TRIDC2AG064700",NA,"homolog",FALSE,TRUE
"TRIDC2AG064710",NA,"unknown",FALSE,FALSE
"TRIDC2AG064730",NA,"homolog",FALSE,TRUE
"TRIDC2AG064740",NA,"homolog",FALSE,TRUE
"TRIDC2AG064750",NA,"homolog",FALSE,TRUE
"TRIDC2AG064760",NA,"unknown",FALSE,FALSE
"TRIDC2AG064770",NA,"unknown",FALSE,FALSE
"TRIDC2AG064780",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG064810",NA,"homolog",FALSE,TRUE
"TRIDC2AG064820",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG064840",NA,"homolog",FALSE,TRUE
"TRIDC2AG064850",NA,"homolog",FALSE,TRUE
"TRIDC2AG064870",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG064880",NA,"homolog",FALSE,TRUE
"TRIDC2AG064890",NA,"homolog",FALSE,TRUE
"TRIDC2AG064920",NA,"homolog",FALSE,TRUE
"TRIDC2AG064930",NA,"homolog",FALSE,TRUE
"TRIDC2AG064940",NA,"singleton",FALSE,FALSE
"TRIDC2AG064950",NA,"homolog",FALSE,TRUE
"TRIDC2AG064960",NA,"homolog",FALSE,TRUE
"TRIDC2AG064970",NA,"homolog",FALSE,TRUE
"TRIDC2AG064980",NA,"homolog",FALSE,TRUE
"TRIDC2AG064990",NA,"singleton",FALSE,FALSE
"TRIDC2AG065000",NA,"singleton",FALSE,FALSE
"TRIDC2AG065010",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG065050",NA,"homolog",FALSE,TRUE
"TRIDC2AG065070",NA,"homolog",FALSE,TRUE
"TRIDC2AG065080",NA,"homolog",FALSE,TRUE
"TRIDC2AG065090",NA,"homolog",FALSE,TRUE
"TRIDC2AG065100",NA,"homolog",FALSE,TRUE
"TRIDC2AG065120",NA,"homolog",FALSE,TRUE
"TRIDC2AG065130",NA,"homolog",FALSE,TRUE
"TRIDC2AG065140",NA,"unknown",FALSE,FALSE
"TRIDC2AG065160",NA,"homolog",FALSE,TRUE
"TRIDC2AG065190",NA,"homolog",FALSE,TRUE
"TRIDC2AG065210",NA,"homolog",FALSE,TRUE
"TRIDC2AG065240",NA,"homolog",FALSE,TRUE
"TRIDC2AG065250",NA,"homolog",FALSE,TRUE
"TRIDC2AG065260",NA,"homolog",FALSE,TRUE
"TRIDC2AG065280",NA,"homolog",FALSE,TRUE
"TRIDC2AG065290",NA,"singleton",FALSE,FALSE
"TRIDC2AG065300",NA,"unknown",FALSE,FALSE
"TRIDC2AG065320",NA,"singleton",FALSE,FALSE
"TRIDC2AG065330",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG065340",NA,"homolog",FALSE,TRUE
"TRIDC2AG065350",NA,"homolog",FALSE,TRUE
"TRIDC2AG065360",NA,"homolog",FALSE,TRUE
"TRIDC2AG065380",NA,"homolog",FALSE,TRUE
"TRIDC2AG065400",NA,"homolog",FALSE,TRUE
"TRIDC2AG065410",NA,"homolog",FALSE,TRUE
"TRIDC2AG065420",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG065450",NA,"homolog",FALSE,TRUE
"TRIDC2AG065460",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG065470",NA,"homolog",FALSE,TRUE
"TRIDC2AG065480",NA,"homolog",FALSE,TRUE
"TRIDC2AG065510",NA,"homolog",FALSE,TRUE
"TRIDC2AG065520",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG065530",NA,"homolog",FALSE,TRUE
"TRIDC2AG065550",NA,"homolog",FALSE,TRUE
"TRIDC2AG065560",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG065570",NA,"homolog",FALSE,TRUE
"TRIDC2AG065580",NA,"homolog",FALSE,TRUE
"TRIDC2AG065610",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG065630",NA,"homolog",FALSE,TRUE
"TRIDC2AG065670",NA,"homolog",FALSE,TRUE
"TRIDC2AG065680",NA,"homolog",FALSE,TRUE
"TRIDC2AG065690",NA,"homolog",FALSE,TRUE
"TRIDC2AG065700",NA,"homolog",FALSE,TRUE
"TRIDC2AG065710",NA,"homolog",FALSE,TRUE
"TRIDC2AG065720",NA,"homolog",FALSE,TRUE
"TRIDC2AG065750",NA,"homolog",FALSE,TRUE
"TRIDC2AG065760",NA,"homolog",FALSE,TRUE
"TRIDC2AG065780",NA,"homolog",FALSE,TRUE
"TRIDC2AG065790",NA,"homolog",FALSE,TRUE
"TRIDC2AG065800",NA,"homolog",FALSE,TRUE
"TRIDC2AG065810",NA,"homolog",FALSE,TRUE
"TRIDC2AG065830",NA,"homolog",FALSE,TRUE
"TRIDC2AG065840",NA,"homolog",FALSE,TRUE
"TRIDC2AG065860",NA,"homolog",FALSE,TRUE
"TRIDC2AG065880",NA,"singleton",FALSE,FALSE
"TRIDC2AG065890",NA,"singleton",FALSE,FALSE
"TRIDC2AG065900",NA,"homolog",FALSE,TRUE
"TRIDC2AG065910",NA,"homolog",FALSE,TRUE
"TRIDC2AG065930",NA,"homolog",FALSE,TRUE
"TRIDC2AG065940",NA,"homolog",FALSE,TRUE
"TRIDC2AG065950",NA,"homolog",FALSE,TRUE
"TRIDC2AG065960",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG065970",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG065980",NA,"homolog",FALSE,TRUE
"TRIDC2AG066000",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066040",NA,"homolog",FALSE,TRUE
"TRIDC2AG066050",NA,"homolog",FALSE,TRUE
"TRIDC2AG066100",NA,"homolog",FALSE,TRUE
"TRIDC2AG066110",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066120",NA,"homolog",FALSE,TRUE
"TRIDC2AG066140",NA,"homolog",FALSE,TRUE
"TRIDC2AG066150",NA,"homolog",FALSE,TRUE
"TRIDC2AG066160",NA,"homolog",FALSE,TRUE
"TRIDC2AG066170",NA,"homolog",FALSE,TRUE
"TRIDC2AG066180",NA,"homolog",FALSE,TRUE
"TRIDC2AG066230",NA,"homolog",FALSE,TRUE
"TRIDC2AG066240",NA,"homolog",FALSE,TRUE
"TRIDC2AG066260",NA,"homolog",FALSE,TRUE
"TRIDC2AG066270",NA,"homolog",FALSE,TRUE
"TRIDC2AG066280",NA,"homolog",FALSE,TRUE
"TRIDC2AG066290",NA,"singleton",FALSE,FALSE
"TRIDC2AG066310",NA,"homolog",FALSE,TRUE
"TRIDC2AG066330",NA,"homolog",FALSE,TRUE
"TRIDC2AG066340",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066350",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066400",NA,"homolog",FALSE,TRUE
"TRIDC2AG066410",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066420",NA,"homolog",FALSE,TRUE
"TRIDC2AG066430",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066440",NA,"singleton",FALSE,FALSE
"TRIDC2AG066460",NA,"homolog",FALSE,TRUE
"TRIDC2AG066480",NA,"homolog",FALSE,TRUE
"TRIDC2AG066490",NA,"homolog",FALSE,TRUE
"TRIDC2AG066500",NA,"homolog",FALSE,TRUE
"TRIDC2AG066520",NA,"homolog",FALSE,TRUE
"TRIDC2AG066530",NA,"homolog",FALSE,TRUE
"TRIDC2AG066540",NA,"homolog",FALSE,TRUE
"TRIDC2AG066550",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066580",NA,"homolog",FALSE,TRUE
"TRIDC2AG066590",NA,"homolog",FALSE,TRUE
"TRIDC2AG066600",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066620",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066630",NA,"homolog",FALSE,TRUE
"TRIDC2AG066640",NA,"homolog",FALSE,TRUE
"TRIDC2AG066650",NA,"singleton",FALSE,FALSE
"TRIDC2AG066660",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066680",NA,"unknown",FALSE,FALSE
"TRIDC2AG066700",NA,"homolog",FALSE,TRUE
"TRIDC2AG066710",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066720",NA,"homolog",FALSE,TRUE
"TRIDC2AG066730",NA,"homolog",FALSE,TRUE
"TRIDC2AG066750",NA,"singleton",FALSE,FALSE
"TRIDC2AG066760",NA,"homolog",FALSE,TRUE
"TRIDC2AG066770",NA,"homolog",FALSE,TRUE
"TRIDC2AG066780",NA,"homolog",FALSE,TRUE
"TRIDC2AG066790",NA,"singleton",FALSE,FALSE
"TRIDC2AG066800",NA,"singleton",FALSE,FALSE
"TRIDC2AG066820",NA,"homolog",FALSE,TRUE
"TRIDC2AG066830",NA,"homolog",FALSE,TRUE
"TRIDC2AG066860",NA,"homolog",FALSE,TRUE
"TRIDC2AG066870",NA,"homolog",FALSE,TRUE
"TRIDC2AG066880",NA,"homolog",FALSE,TRUE
"TRIDC2AG066900",NA,"homolog",FALSE,TRUE
"TRIDC2AG066910",NA,"homolog",FALSE,TRUE
"TRIDC2AG066920",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG066940",NA,"homolog",FALSE,TRUE
"TRIDC2AG066950",NA,"singleton",FALSE,FALSE
"TRIDC2AG066980",NA,"homolog",FALSE,TRUE
"TRIDC2AG066990",NA,"homolog",FALSE,TRUE
"TRIDC2AG067000",NA,"homolog",FALSE,TRUE
"TRIDC2AG067030",NA,"singleton",FALSE,FALSE
"TRIDC2AG067040",NA,"homolog",FALSE,TRUE
"TRIDC2AG067060",NA,"homolog",FALSE,TRUE
"TRIDC2AG067070",NA,"homolog",FALSE,TRUE
"TRIDC2AG067090",NA,"homolog",FALSE,TRUE
"TRIDC2AG067100",NA,"singleton",FALSE,FALSE
"TRIDC2AG067110",NA,"homolog",FALSE,TRUE
"TRIDC2AG067120",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG067130",NA,"homolog",FALSE,TRUE
"TRIDC2AG067140",NA,"singleton",FALSE,FALSE
"TRIDC2AG067150",NA,"homolog",FALSE,TRUE
"TRIDC2AG067160",NA,"unknown",FALSE,FALSE
"TRIDC2AG067180",NA,"homolog",FALSE,TRUE
"TRIDC2AG067190",NA,"homolog",FALSE,TRUE
"TRIDC2AG067200",NA,"homolog",FALSE,TRUE
"TRIDC2AG067220",NA,"homolog",FALSE,TRUE
"TRIDC2AG067230",NA,"homolog",FALSE,TRUE
"TRIDC2AG067270",NA,"homolog",FALSE,TRUE
"TRIDC2AG067280",NA,"homolog",FALSE,TRUE
"TRIDC2AG067290",NA,"unknown",FALSE,FALSE
"TRIDC2AG067300",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG067310",NA,"unknown",FALSE,FALSE
"TRIDC2AG067320",NA,"unknown",FALSE,FALSE
"TRIDC2AG067330",NA,"unknown",FALSE,FALSE
"TRIDC2AG067340",NA,"homolog",FALSE,TRUE
"TRIDC2AG067350",NA,"unknown",FALSE,FALSE
"TRIDC2AG067370",NA,"unknown",FALSE,FALSE
"TRIDC2AG067380",NA,"singleton",FALSE,FALSE
"TRIDC2AG067400",NA,"homolog",FALSE,TRUE
"TRIDC2AG067410",NA,"homolog",FALSE,TRUE
"TRIDC2AG067430",NA,"homolog",FALSE,TRUE
"TRIDC2AG067440",NA,"singleton",FALSE,FALSE
"TRIDC2AG067490",NA,"homolog",FALSE,TRUE
"TRIDC2AG067510",NA,"homolog",FALSE,TRUE
"TRIDC2AG067520",NA,"singleton",FALSE,FALSE
"TRIDC2AG067530",NA,"homolog",FALSE,TRUE
"TRIDC2AG067550",NA,"homolog",FALSE,TRUE
"TRIDC2AG067560",NA,"homolog",FALSE,TRUE
"TRIDC2AG067590",NA,"homolog",FALSE,TRUE
"TRIDC2AG067610",NA,"homolog",FALSE,TRUE
"TRIDC2AG067620",NA,"homolog",FALSE,TRUE
"TRIDC2AG067630",NA,"homolog",FALSE,TRUE
"TRIDC2AG067640",NA,"homolog",FALSE,TRUE
"TRIDC2AG067660",NA,"homolog",FALSE,TRUE
"TRIDC2AG067680",NA,"homolog",FALSE,TRUE
"TRIDC2AG067720",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG067730",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG067740",NA,"homolog",FALSE,TRUE
"TRIDC2AG067750",NA,"homolog",FALSE,TRUE
"TRIDC2AG067760",NA,"homolog",FALSE,TRUE
"TRIDC2AG067820",NA,"singleton",FALSE,FALSE
"TRIDC2AG067830",NA,"homolog",FALSE,TRUE
"TRIDC2AG067840",NA,"homolog",FALSE,TRUE
"TRIDC2AG067850",NA,"homolog",FALSE,TRUE
"TRIDC2AG067860",NA,"singleton",FALSE,FALSE
"TRIDC2AG067870",NA,"singleton",FALSE,FALSE
"TRIDC2AG067880",NA,"homolog",FALSE,TRUE
"TRIDC2AG067890",NA,"homolog",FALSE,TRUE
"TRIDC2AG068010",NA,"singleton",FALSE,FALSE
"TRIDC2AG068020",NA,"homolog",FALSE,TRUE
"TRIDC2AG068030",NA,"homolog",FALSE,TRUE
"TRIDC2AG068050",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG068060",NA,"homolog",FALSE,TRUE
"TRIDC2AG068070",NA,"homolog",FALSE,TRUE
"TRIDC2AG068080",NA,"homolog",FALSE,TRUE
"TRIDC2AG068090",NA,"homolog",FALSE,TRUE
"TRIDC2AG068110",NA,"homolog",FALSE,TRUE
"TRIDC2AG068120",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG068130",NA,"homolog",FALSE,TRUE
"TRIDC2AG068150",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG068160",NA,"homolog",FALSE,TRUE
"TRIDC2AG068170",NA,"homolog",FALSE,TRUE
"TRIDC2AG068180",NA,"homolog",FALSE,TRUE
"TRIDC2AG068190",NA,"homolog",FALSE,TRUE
"TRIDC2AG068200",NA,"homolog",FALSE,TRUE
"TRIDC2AG068210",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG068220",NA,"homolog",FALSE,TRUE
"TRIDC2AG068230",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG068240",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG068260",NA,"homolog",FALSE,TRUE
"TRIDC2AG068280",NA,"homolog",FALSE,TRUE
"TRIDC2AG068310",NA,"singleton",FALSE,FALSE
"TRIDC2AG068320",NA,"homolog",FALSE,TRUE
"TRIDC2AG068330",NA,"homolog",FALSE,TRUE
"TRIDC2AG068350",NA,"homolog",FALSE,TRUE
"TRIDC2AG068360",NA,"homolog",FALSE,TRUE
"TRIDC2AG068390",NA,"homolog",FALSE,TRUE
"TRIDC2AG068400",NA,"homolog",FALSE,TRUE
"TRIDC2AG068410",NA,"homolog",FALSE,TRUE
"TRIDC2AG068430",NA,"homolog",FALSE,TRUE
"TRIDC2AG068470",NA,"homolog",FALSE,TRUE
"TRIDC2AG068490",NA,"homolog",FALSE,TRUE
"TRIDC2AG068510",NA,"homolog",FALSE,TRUE
"TRIDC2AG068520",NA,"singleton",FALSE,FALSE
"TRIDC2AG068540",NA,"homolog",FALSE,TRUE
"TRIDC2AG068560",NA,"homolog",FALSE,TRUE
"TRIDC2AG068590",NA,"homolog",FALSE,TRUE
"TRIDC2AG068600",NA,"singleton",FALSE,FALSE
"TRIDC2AG068610",NA,"homolog",FALSE,TRUE
"TRIDC2AG068630",NA,"homolog",FALSE,TRUE
"TRIDC2AG068640",NA,"homolog",FALSE,TRUE
"TRIDC2AG068650",NA,"homolog",FALSE,TRUE
"TRIDC2AG068670",NA,"homolog",FALSE,TRUE
"TRIDC2AG068680",NA,"homolog",FALSE,TRUE
"TRIDC2AG068730",NA,"homolog",FALSE,TRUE
"TRIDC2AG068740",NA,"homolog",FALSE,TRUE
"TRIDC2AG068790",NA,"homolog",FALSE,TRUE
"TRIDC2AG068800",NA,"homolog",FALSE,TRUE
"TRIDC2AG068810",NA,"homolog",FALSE,TRUE
"TRIDC2AG068840",NA,"singleton",FALSE,FALSE
"TRIDC2AG068850",NA,"homolog",FALSE,TRUE
"TRIDC2AG068870",NA,"singleton",FALSE,FALSE
"TRIDC2AG068880",NA,"homolog",FALSE,TRUE
"TRIDC2AG068900",NA,"homolog",FALSE,TRUE
"TRIDC2AG068930",NA,"homolog",FALSE,TRUE
"TRIDC2AG068950",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG068960",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG068980",NA,"homolog",FALSE,TRUE
"TRIDC2AG068990",NA,"homolog",FALSE,TRUE
"TRIDC2AG069000",NA,"homolog",FALSE,TRUE
"TRIDC2AG069010",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG069040",NA,"homolog",FALSE,TRUE
"TRIDC2AG069050",NA,"homolog",FALSE,TRUE
"TRIDC2AG069060",NA,"homolog",FALSE,TRUE
"TRIDC2AG069080",NA,"homolog",FALSE,TRUE
"TRIDC2AG069100",NA,"singleton",FALSE,FALSE
"TRIDC2AG069110",NA,"homolog",FALSE,TRUE
"TRIDC2AG069120",NA,"homolog",FALSE,TRUE
"TRIDC2AG069150",NA,"homolog",FALSE,TRUE
"TRIDC2AG069160",NA,"singleton",FALSE,FALSE
"TRIDC2AG069200",NA,"homolog",FALSE,TRUE
"TRIDC2AG069210",NA,"homolog",FALSE,TRUE
"TRIDC2AG069220",NA,"homolog",FALSE,TRUE
"TRIDC2AG069230",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG069250",NA,"homolog",FALSE,TRUE
"TRIDC2AG069270",NA,"homolog",FALSE,TRUE
"TRIDC2AG069330",NA,"homolog",FALSE,TRUE
"TRIDC2AG069340",NA,"homolog",FALSE,TRUE
"TRIDC2AG069360",NA,"homolog",FALSE,TRUE
"TRIDC2AG069410",NA,"homolog",FALSE,TRUE
"TRIDC2AG069420",NA,"homolog",FALSE,TRUE
"TRIDC2AG069450",NA,"homolog",FALSE,TRUE
"TRIDC2AG069480",NA,"homolog",FALSE,TRUE
"TRIDC2AG069490",NA,"homolog",FALSE,TRUE
"TRIDC2AG069500",NA,"homolog",FALSE,TRUE
"TRIDC2AG069530",NA,"homolog",FALSE,TRUE
"TRIDC2AG069540",NA,"homolog",FALSE,TRUE
"TRIDC2AG069550",NA,"homolog",FALSE,TRUE
"TRIDC2AG069560",NA,"homolog",FALSE,TRUE
"TRIDC2AG069610",NA,"homolog",FALSE,TRUE
"TRIDC2AG069620",NA,"homolog",FALSE,TRUE
"TRIDC2AG069630",NA,"homolog",FALSE,TRUE
"TRIDC2AG069640",NA,"homolog",FALSE,TRUE
"TRIDC2AG069650",NA,"homolog",FALSE,TRUE
"TRIDC2AG069660",NA,"homolog",FALSE,TRUE
"TRIDC2AG069670",NA,"homolog",FALSE,TRUE
"TRIDC2AG069680",NA,"homolog",FALSE,TRUE
"TRIDC2AG069690",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG069700",NA,"homolog",FALSE,TRUE
"TRIDC2AG069730",NA,"homolog",FALSE,TRUE
"TRIDC2AG069740",NA,"homolog",FALSE,TRUE
"TRIDC2AG069750",NA,"homolog",FALSE,TRUE
"TRIDC2AG069760",NA,"homolog",FALSE,TRUE
"TRIDC2AG069770",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG069780",NA,"homolog",FALSE,TRUE
"TRIDC2AG069800",NA,"unknown",FALSE,FALSE
"TRIDC2AG069820",NA,"homolog",FALSE,TRUE
"TRIDC2AG069830",NA,"homolog",FALSE,TRUE
"TRIDC2AG069840",NA,"homolog",FALSE,TRUE
"TRIDC2AG069850",NA,"homolog",FALSE,TRUE
"TRIDC2AG069860",NA,"homolog",FALSE,TRUE
"TRIDC2AG069870",NA,"homolog",FALSE,TRUE
"TRIDC2AG069880",NA,"homolog",FALSE,TRUE
"TRIDC2AG069920",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG070000",NA,"homolog",FALSE,TRUE
"TRIDC2AG070010",NA,"homolog",FALSE,TRUE
"TRIDC2AG070040",NA,"homolog",FALSE,TRUE
"TRIDC2AG070060",NA,"homolog",FALSE,TRUE
"TRIDC2AG070070",NA,"homolog",FALSE,TRUE
"TRIDC2AG070080",NA,"homolog",FALSE,TRUE
"TRIDC2AG070090",NA,"homolog",FALSE,TRUE
"TRIDC2AG070100",NA,"homolog",FALSE,TRUE
"TRIDC2AG070110",NA,"homolog",FALSE,TRUE
"TRIDC2AG070130",NA,"homolog",FALSE,TRUE
"TRIDC2AG070140",NA,"homolog",FALSE,TRUE
"TRIDC2AG070150",NA,"homolog",FALSE,TRUE
"TRIDC2AG070170",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG070180",NA,"homolog",FALSE,TRUE
"TRIDC2AG070190",NA,"homolog",FALSE,TRUE
"TRIDC2AG070210",NA,"homolog",FALSE,TRUE
"TRIDC2AG070230",NA,"singleton",FALSE,FALSE
"TRIDC2AG070240",NA,"homolog",FALSE,TRUE
"TRIDC2AG070280",NA,"homolog",FALSE,TRUE
"TRIDC2AG070290",NA,"homolog",FALSE,TRUE
"TRIDC2AG070310",NA,"homolog",FALSE,TRUE
"TRIDC2AG070320",NA,"homolog",FALSE,TRUE
"TRIDC2AG070330",NA,"homolog",FALSE,TRUE
"TRIDC2AG070340",NA,"homolog",FALSE,TRUE
"TRIDC2AG070360",NA,"homolog",FALSE,TRUE
"TRIDC2AG070370",NA,"homolog",FALSE,TRUE
"TRIDC2AG070390",NA,"homolog",FALSE,TRUE
"TRIDC2AG070430",NA,"homolog",FALSE,TRUE
"TRIDC2AG070440",NA,"homolog",FALSE,TRUE
"TRIDC2AG070450",NA,"homolog",FALSE,TRUE
"TRIDC2AG070470",NA,"homolog",FALSE,TRUE
"TRIDC2AG070490",NA,"homolog",FALSE,TRUE
"TRIDC2AG070500",NA,"homolog",FALSE,TRUE
"TRIDC2AG070510",NA,"homolog",FALSE,TRUE
"TRIDC2AG070520",NA,"homolog",FALSE,TRUE
"TRIDC2AG070530",NA,"homolog",FALSE,TRUE
"TRIDC2AG070540",NA,"singleton",FALSE,FALSE
"TRIDC2AG070560",NA,"homolog",FALSE,TRUE
"TRIDC2AG070570",NA,"homolog",FALSE,TRUE
"TRIDC2AG070580",NA,"homolog",FALSE,TRUE
"TRIDC2AG070590",NA,"homolog",FALSE,TRUE
"TRIDC2AG070630",NA,"homolog",FALSE,TRUE
"TRIDC2AG070640",NA,"homolog",FALSE,TRUE
"TRIDC2AG070650",NA,"homolog",FALSE,TRUE
"TRIDC2AG070750",NA,"singleton",FALSE,FALSE
"TRIDC2AG070770",NA,"singleton",FALSE,FALSE
"TRIDC2AG070790",NA,"homolog",FALSE,TRUE
"TRIDC2AG070800",NA,"homolog",FALSE,TRUE
"TRIDC2AG070830",NA,"homolog",FALSE,TRUE
"TRIDC2AG070840",NA,"homolog",FALSE,TRUE
"TRIDC2AG070850",NA,"homolog",FALSE,TRUE
"TRIDC2AG070860",NA,"homolog",FALSE,TRUE
"TRIDC2AG070870",NA,"homolog",FALSE,TRUE
"TRIDC2AG070880",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG070890",NA,"homolog",FALSE,TRUE
"TRIDC2AG070910",NA,"homolog",FALSE,TRUE
"TRIDC2AG070920",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG070940",NA,"homolog",FALSE,TRUE
"TRIDC2AG070960",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG070990",NA,"homolog",FALSE,TRUE
"TRIDC2AG071000",NA,"homolog",FALSE,TRUE
"TRIDC2AG071040",NA,"homolog",FALSE,TRUE
"TRIDC2AG071050",NA,"homolog",FALSE,TRUE
"TRIDC2AG071060",NA,"homolog",FALSE,TRUE
"TRIDC2AG071080",NA,"homolog",FALSE,TRUE
"TRIDC2AG071090",NA,"homolog",FALSE,TRUE
"TRIDC2AG071110",NA,"homolog",FALSE,TRUE
"TRIDC2AG071140",NA,"homolog",FALSE,TRUE
"TRIDC2AG071150",NA,"homolog",FALSE,TRUE
"TRIDC2AG071160",NA,"homolog",FALSE,TRUE
"TRIDC2AG071200",NA,"homolog",FALSE,TRUE
"TRIDC2AG071210",NA,"homolog",FALSE,TRUE
"TRIDC2AG071230",NA,"homolog",FALSE,TRUE
"TRIDC2AG071240",NA,"homolog",FALSE,TRUE
"TRIDC2AG071270",NA,"homolog",FALSE,TRUE
"TRIDC2AG071280",NA,"homolog",FALSE,TRUE
"TRIDC2AG071290",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG071330",NA,"homolog",FALSE,TRUE
"TRIDC2AG071360",NA,"homolog",FALSE,TRUE
"TRIDC2AG071380",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG071390",NA,"homolog",FALSE,TRUE
"TRIDC2AG071440",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG071450",NA,"homolog",FALSE,TRUE
"TRIDC2AG071470",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG071480",NA,"homolog",FALSE,TRUE
"TRIDC2AG071490",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG071500",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG071510",NA,"homolog",FALSE,TRUE
"TRIDC2AG071540",NA,"homolog",FALSE,TRUE
"TRIDC2AG071550",NA,"homolog",FALSE,TRUE
"TRIDC2AG071560",NA,"homolog",FALSE,TRUE
"TRIDC2AG071580",NA,"homolog",FALSE,TRUE
"TRIDC2AG071590",NA,"hit2homolog",FALSE,FALSE
"TRIDC2AG071610",NA,"homolog",FALSE,TRUE
"TRIDC2AG071620",NA,"homolog",FALSE,TRUE
"TRIDC2AG071630",NA,"homolog",FALSE,TRUE
